No,user_name,text,label
1958,detikcom,Vaksin Covid-19 sudah diberikan bertahap di banyak negara. Supermarket ini bahkan membayar pegawainya yang yang mauâ€¦ https://t.co/AaRsb56V3U,positif
1959,kupas_tuntas.co,Pemerintah Kabupaten Lampung Utara (Lampura) melalui Dinas Kesehatan Lampura telah menerima 5.160 vaksin sinovac Coâ€¦ https://t.co/I6lRjnbNSk,positif
1960,kupas_tuntas.co,"Baru sebanyak 568 Tenaga Kesehatan (Nakes) di Kota Bandar Lampung yang telah dilakukan Vaksinasi Covid-19.
#Vaksinâ€¦ https://t.co/PrLd9w6kwt",positif
1961,simmanews,"PT Kereta Api Indonesia siap gunakan GeNose C19, bisa deteksi Covid-19 dalam 3 menit, simak selengkapnya disini...â€¦ https://t.co/XxcwqbF1Ng",positif
1962,Naomi.,"Yok lah, biar bs mejeng lagi di moll #Vaksin dl https://t.co/APHMRM1v0T",positif
1963,Kaneki Ken,"Yuk kita dukungðŸ‘ðŸ‘ðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨
#vaksin https://t.co/gfC7W66z9a",positif
1964,juliana,"HALAL DAN SUCIðŸ‡²ðŸ‡¨ðŸ‡²ðŸ‡¨ðŸ‘
#vaksin https://t.co/tZWNlbBnnq",positif
1965,Dialektika Kuningan,"Ini Saran IDI Untuk Vaksinasi Covid-19 Agar Antibodi Terbentuk https://t.co/BOwwvQFKKY 
#IDI #ikatandokterindonesiaâ€¦ https://t.co/mhhzPrefac",positif
1966,dLinda,"Memakai masker, mencucit tangan, menjaga jarak dan menghindari kerumunan 

#vaksinasi https://t.co/IjzbAegPbZ",positif
1967,WartaPontianak,Benarkah Dokter di Palembang Meninggal Dunia Usai Divaksin? Cek Faktanya Berikut Ini https://t.co/Z4fGBkjedP #Vaksin #Palembang #tren,positif
1968,Loka POM di Kota Balikpapan,"tempat penyimpanan sudah memenuhi ketentuan untuk menyimpan vaksin covid

#VaksinCovid-19 #Vaksin #Covid-19 #BPOMRI #HaloBPOM1500533",positif
1969,Dinas Kominfo DIY,"Jadi jangan lengah dan lakukan vaksinasi dosis kedua ya Lur!
Tetep #Elinglanwaspada ya Lur!
____
#Vaksinasiâ€¦ https://t.co/BlIoWVMOcH",positif
1970,simmanews,"Setelah suntik vaksin masih mungkin tertular Covid, ini yang harus dilakukan simak caranya disini..â€¦ https://t.co/XBrP1LHYQg",positif
1971,@kicaupapua,"Data Realisasi Investasi Januari-Desember 2020 â€“ Portal Nawacita
#vaksinasi https://t.co/HPzkQFCMMZ",positif
1972,BetaNewsID,"Jadi yang Pertama Divaksin, Hartopo: â€˜Habis Divaksin Bukan Berarti Kebal Tak Bisa Ketularanâ€™

#betanewsidâ€¦ https://t.co/5s8097hA9K",positif
1973,Nasional Xpos,"Tenaga Kesehatan Majenang Cilacap di Vaksin Sinovac
#majenang #cilacap #vaksin #vaksinsinovac #jawatengah #jatengâ€¦ https://t.co/Ju8X41Db4k",positif
1974,Paket~Kilat~Harga~EkonomisðŸ”ƒ,"#Madinah menjadi kota pertama dengan populasi lebih dari 2 juta jiwa yg diakui sebagai kota tersehat oleh #WHO 
-â€¦ https://t.co/P6GBBwykgt",positif
1975,PingPointIndonesia,Pada akhir pekan kemarin proses penyuntikan vaksin COVID-19 perdana kepada para nakes mulai digelar.â€¦ https://t.co/LGCwbUC6y6,positif
1976,20DETIK,Bupati Rembang Abdul Hafidz nyaris gagal divaksinasi COVID-19 akibat tensinya tinggi namun akhirnya bisa dilakukan.â€¦ https://t.co/snNjbrSvPh,positif
1977,Eka Hospital,"Cek selengkapnya di DAAI TV pada hari selasa tanggal 26 Januari 2021 pukul 08:30 WIB bersama Dr. Annisa Maloveny, Sâ€¦ https://t.co/2rI4Hnf3U7",positif
1978,Portal_Purwokerto,"Wabup, Ketua DPRD Cilacap Disuntik Vaksin Covid-19, Kenapa Bupati Cilacap Tak Ikut Divaksin? Ini Alasannya
#Vaksinâ€¦ https://t.co/qu2aseaXzO",positif
1979,Alfa Rizki,"Pemerintah mengupayakan Vaksin Covid19 yang Aman dan efektif 
#Vaksin 
#VaksinCOVID19 
#vaksinuntuknegeri https://t.co/TJ9MZLYDsb",positif
1980,newsmerahputih,"Program vaksinasi Covid-19 di Jawa Barat, mendapat dukungan dari tenaga kesehatan. 

#merahputihcom #vaksinâ€¦ https://t.co/ZmGvm3Msj8",positif
1981,Lampung Post (Official),"Pemkab Lampung Timur (Lamtim), menerima 4.800 vaksin covid 19 dari Pemerintah Provinsi Lampung, Senin, 25 Januari 2â€¦ https://t.co/eyfzusbK9L",positif
1982,Lampung Post (Official),"Pemerintah Kota (Pemkot) Bandar Lampung membatasi waktu operasional kegiatan usaha.
#COVID19 #VaksinCovid19 #Vaksinâ€¦ https://t.co/ymWC3zCZwz",positif
1983,Berita Bojonegoro,"Canangkan Vaksinasi COVID-19, Bupati Blora Divaksinasi Pertama Kali
. 
Simak selengkapnya di: 
.â€¦ https://t.co/BoZM2e8EWD",positif
1984,duitologi,"Vaksinasi dianggap menjadi kunci dari pemulihan ekonomi negara di dunia, termasuk Indonesia. Apakah benar hanya denâ€¦ https://t.co/zmnMgl93I8",positif
1985,jawaposradarmalang,18.520 Vaksin Sinovac Jatah Malang Raya Sudah Tiba #vaksin #malangraya https://t.co/QceBJb7sGn,positif
1986,Forum Warga Kota Indonesia (FAKTA Indonesia),"Sukseskan Vaksinasi COVID-19 di Indonesia 

#vaksinasi #indonesiasehat #indonesiaku https://t.co/6elpVE2reK",positif
1987,detikcom,Baru-baru ini pengusaha mengusulkan diizinkan melaksanakan vaksinasi mandiri. Bagaimana keputusan pemerintah?â€¦ https://t.co/MimpRpaPip,positif
1988,dito aprian,"Sukseskan
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/xJcfpEKkFa",positif
1989,Dinas ESDM Provinsi Jawa Tengah,#SobatESDM meski #vaksinasi sudah dimulai bukan berarti #Pandemi usai karena masih butuh waktu untuk mencapai tahapâ€¦ https://t.co/pCZBmvziKk,positif
1990,Putri silaban,"Yuk dukung
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/snT6VmXZTa",positif
1991,Putri silaban,"Cegah dengan 3M
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/PXXid8Pohq",positif
1992,Putri silaban,"Sukseskan
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/aJTPeL0pZU",positif
1993,Putri silaban,"Tak berbahaya!! #Sinovac 
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/YA0PaP5N2P",positif
1994,Putri silaban,"Yuk kita dukung
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/ZxA4DmxrWM",positif
1995,Putri silaban,"3M ttep utama
#VaksinasiNasional #Vaksin #vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/Ge2lPJSiMX",positif
1996,Ayundhya Dewii,"jangan lupa 3M nya
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatanâ€¦ https://t.co/y1cPLUHeJ2",positif
1997,Ayundhya Dewii,"Dukung program vaksinasi
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatanâ€¦ https://t.co/1IujSG8G4f",positif
1998,Ayundhya Dewii,"Proteksi maksimal
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatanâ€¦ https://t.co/CKdjhG9qmH",positif
1999,Ayundhya Dewii,"Tak bahaya
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatanâ€¦ https://t.co/Jg9VGpZuTX",positif
2000,Ayundhya Dewii,"Penting buat masyarakat
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatanâ€¦ https://t.co/jdLO7to5y6",positif
2001,Ayundhya Dewii,"Cegah covid-19
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksin #patuhiprotokolkesehatanâ€¦ https://t.co/JfXjsq3xnO",positif
2002,Ayundhya Dewii,"Vaksin tu aman dan halal loh
#vaksincorona #VaksinCOVID19 #vaksinasidimulai #vaksinyovaksinâ€¦ https://t.co/UuvCaU2xHf",positif
2003,BetaNewsID,"Hartopo Soal Prioritas Vaksinasi: â€˜Masyarakat Giliran Keri, Pasti Sampaiâ€™

#betanewsid #inspirasihariiniâ€¦ https://t.co/UBHiClRVUG",positif
2004,RMOL Jateng,"#Vaksin Sinovac Disebar ke 28 Titik Faskes di Salatiga #KlikRMOL #salatiga
https://t.co/6dz8Rv4bim",positif
2005,Dinas ESDM Provinsi Jawa Tengah,#SobatESDM hari ini hingga besok (26/1) dilakukan #vaksinasi covid-19 serentak di kabupaten/kota se @provjatengâ€¦ https://t.co/w3Jw5ygaFe,positif
2006,Polsek Kalibagor,"Sepanjang pandemi Covid-19, hari ini adalah hari bersejarah bagi wilayah kecamatan Kalibagor, Banyumas. Sebanyak 41â€¦ https://t.co/oBiTa9DWTc",positif
2007,iNews.id,"Vaksin pemerintah maupun mandiri disediakan gratis untuk masyarakat.

#Vaksin

https://t.co/xL7MQMcNbb",positif
2008,Radietya Alvarabie,#vaksin #COVID19 siapa takut?? https://t.co/Jmn7vSq4DU,positif
2009,RMOL Jateng,"Jalani #Vaksinasi Covid-19 Perdana, Bupati #Karanganyar : Nyaman Dan Gak Terasa #KlikRMOL 
https://t.co/e1MmNXrYMD",positif
2010,RMOL Jateng,"Wali Kota #Salatiga Sempat Tertunda #Vaksin Karena Tekanan Darah Tinggi #KlikRMOL 
https://t.co/NyJsk1kaRX",positif
2011,Pantau.com,"Ini Tips dari Dokter Sebelum Divaksin COVID-19, Kondisi Tubuh Harus Fit #Vaksin https://t.co/6NIndJqRHE",positif
2012,Radietya Alvarabie,"#vaksin #covid19 menakutkan?? #efikasi vaksin 65% aman kah??
@PBIDI @KemenkesRI @tagdoctors @IsahKambali @aajapâ€¦ https://t.co/eeeHSfCsjC",positif
2013,Radietya Alvarabie,"#efikasi #vaksin #covid19 artinyaaa ???
@tagdoctors @PBIDI @kemkominfo @KemenkesRI @IsahKambali @intanrisnaâ€¦ https://t.co/2TUwx0W5As",positif
2014,Bopak Andalas,Pahami aturan PPKM #vaksinasi https://t.co/kghJVG2WYS,positif
2015,Bakul Ikan,"Mendagri : Vaksin Bukan Obat, Tetapi Upaya Terakhir Menanggulangi Covid-19 https://t.co/CODK3xskq5 

@kemendagri 
#covid19 #vaksin",positif
2016,jawaposradarmalang,Jatah Vaksin Sinovac Kota Malang Dijaga Ketat Polisi #vaksin https://t.co/ZjhuGr6vGE,positif
2017,Pikiran Rakyat,"Di Tengah Gencarnya Produksi dan Proses Vaksinasi Covid-19, Yuk Simak Berbagai Fakta Seputar Mitos Vaksinâ€¦ https://t.co/9SxqBxEgoF",positif
2018,RMOL Jateng,"Polisi Kawal Ketat Distribusi #Vaksin Covid-19 Di Blora #KlikRMOL #blora
https://t.co/OtX6eoKX6G",positif
2019,Kabar Malang,"Vaksin Covid-19 Tiba Di Kabupaten Malang, Masih Kurang 1340 Vial, Vaksin covid-19 telah tiba di Kabupaten Malang. Sâ€¦ https://t.co/33l3SxOiah",positif
2020,Polsek Kalibagor,"Sekitar pukul 20.00 WIB, backbone Polsek Kalibagor Polresta Banyumas dan ambulance bernomor polisi R 8043 XA tiba dâ€¦ https://t.co/HYhNQrzqUw",positif
2021,Kabar Malang,"Vaksin Covid-19 Telah Tiba di Kota Batu, Jumlahnya 1280 Vial, Vaksin covid-19 telah tiba di Kota Batu Senin (25/1).â€¦ https://t.co/hsMwgqIX2O",positif
2022,hulondalo.id,"""Vaksinasi tahap pertama diminta awal Februari harus sudah selesai. Untuk tahap kedua sudah selesai pada akhir Febrâ€¦ https://t.co/hDFFLDFL4r",positif
2023,fitri wulandari,""" Bentuk Ikhtiar "" 
Smoga pandemi segera berlalu, sehat2 semua ðŸ˜‡ðŸ˜‡
.
.
.
#vaksÃ¬ncovid19 
#vaksin
https://t.co/UMFsXK7oH0",positif
2024,Rix Vrayant,"Ini Saran IDI Untuk Vaksinasi Covid-19 Agar Antibodi Terbentuk https://t.co/tVN6OGydoR 
#IDI #ikatandokterindonesiaâ€¦ https://t.co/rJt7V9D7tl",positif
2025,Polsek Cilongok,"Anggota Polsek Cilongok Aiptu Agung Edo dan Bripka Joko Pamungkas, SH melaksanakan Pengamanan Vaksin Jenis SD Covidâ€¦ https://t.co/IC1JL2X8mP",positif
2026,dinkes pati,"Senin, 25 Januari 2021 Bupati Pati Haryanto, SH, MM, https://t.co/TjVAC9RfRu. mencanangkan Vaksinasi Covid-19 di Kaâ€¦ https://t.co/syvZg1Sn0G",positif
2027,Polsek Cilongok,Anggota Polsek Cilongok Aipda Riki Kuntoro dan Bripka Fajar DP melaksanakan Pengamanan Vaksin Jenis SD Covid-19 Sinâ€¦ https://t.co/WjrhLLxAPK,positif
2028,Jurnaljatim,"Dikawal Ketat, 4000 Vaksin COVID-19 Tiba di Kabupaten Jombang https://t.co/fkhWraERb5 

#Vaksin #VaksinCOVID19â€¦ https://t.co/FVZN16gbS3",positif
2029,Polsek Kalibagor,"Sejak kedatangannya kemarin malam di puskesmas Kalibagor, vaksin Sinovak telah dijaga oleh personil Polsek Kalibagoâ€¦ https://t.co/sC1R2gRvrB",positif
2030,posbaru.com,"132.000 Nakes Telah Menerima Vaksin COVID-19

#posbaru #vaksin #vaksincorona 

https://t.co/BHR9uhCEGW",positif
2031,Jembertoday.com,Gedung Instalasi Farmasi Kesehatan Kabupaten Jember Siap Terima Vaksin Covid19 https://t.co/MaTo9bF3MBâ€¦ https://t.co/FHsKxIFBcD,positif
2032,sigap88,"Bupati Pamekasan Ajak Warganya Agar Siap di Vaksin Covid-19 

#COVID19 
#pamekasan
#Vaksin 
#VaksinasiNasionalâ€¦ https://t.co/xW2NdFdqlb",positif
2033,Riska Lutfiandani,Pandemi belum berlalu jangan kasih kendor tetap patuhi protokol kesehatan dengan melaksanakan 3 m #Vaksinasiâ€¦ https://t.co/F1f3yFiEYs,positif
2034,Ayu,Vaksinasi penting bagi Indonesia #Vaksin #Covid19 #Indonesia https://t.co/fPZJlQczM3,positif
2035,Ayu,"Vaksin halal, 3M tetap wajib #Vaksin #Covid19 #Indonesia https://t.co/q4WIY67xqb",positif
2036,Ayu,Ayo dukung program vaksinasi #Vaksin #Covid19 #Indonesia https://t.co/QH41QCJDU4,positif
2037,Jurnaljatim,"32 Puskesmas dan 11 RS di Jombang Dijadwalkan Vaksinasi Serentak https://t.co/xdNRQXVmDZ 

#vaksinasi #Vaksinâ€¦ https://t.co/GkyLPJz9CR",positif
2038,Polsek Patikraja,"Pencanangan Pelaksanaan Vaksinasi Covid-19 Tingkat Kab. Banyumas di RSUD Banyumas, Senin (25/1/21). 
#vaksinasiâ€¦ https://t.co/SYS5ddDdVD",positif
2039,suarabanyumas,Sebanyak 5.864 orang akan divaksin Covid-19 di #Cilacap pada tahap awal #vaksinasi. Sasaran vaksinasi pada tahap awâ€¦ https://t.co/S0YYjJOGuF,positif
2040,áµ‡áµ‰CÌ¶hÌ¶rÌ¶iÌ¶sÌ¶tÌ¶tÌ¶pÌ¶sÌ¶,"Dinkes Mojokerto Terima 4 Ribu Vaksin Sinovac Tahap Pertama
https://t.co/hPHrcuXcUG #dinkes #Vaksinâ€¦ https://t.co/uenJxIvwbg",positif
2041,Kraksaan Online Dot ID,3000 Vaksin Sinovac Tahap 1 Tiba Di Probolinggo https://t.co/Mz99a071gf #COVID #VaksiSinovac #Vaksinasi,positif
2042,Kraksaan Online Dot ID,"Video | Pendistribusian Vaksin, Dikawal 2 Mobil Baracuda ||PROBOLINGGO |BRIMOB https://t.co/nQwYKH7YMS #coronaâ€¦ https://t.co/A1M4elKYAu",positif
2043,SiBerkreasi,"Pada Oktober 2020, Peraturan Presiden Republik Indonesia Nomor 99 Tahun 2020 Tentang Pengadaan Vaksin Dan Pelaksanaâ€¦ https://t.co/6FflxMAgvb",positif
2044,Rakyat Merdeka,"Top News Koran Rakyat Merdeka

Penuhi Target Pembiayaan Vaksinasi 
Covid-19 Pemerintah Jual Surat Utang Mulai Rp 1â€¦ https://t.co/zrdRndWRTv",positif
2045,Boyke Soebhali,Saya akan disuntik vaksin covid-19 kedua tanggal 28 Januari 2021 sesuatu jadwal yang sudah ditetapkan dari awal #vaksin #vaksincorona,positif
2046,Nusantara_Update,"Jangan tolak vaksin
#VaksinHalal #VaksinSiap34Propinsi Bebas Kovid Percaya Vaksin #vaksincovid19 #vaksinuntukkitaâ€¦ https://t.co/OhEVmWbQRm",positif
2047,Nusantara_Update,"Ayo bersama-sama kita terapkan 5M
Jangan tolak vaksin
#VaksinHalal #VaksinSiap34Propinsi Bebas Kovid Percaya Vaksinâ€¦ https://t.co/ket9lEIHax",positif
2048,Polsek Kalibagor,"Polsek Kalibagor Jaga Sinovac di RSiA Bunda Arif Purwokerto

Kapolsek Kalibagor AKP Dwi Astuti Ratna S mengatakan,â€¦ https://t.co/tLM9eejT3w",positif
2049,Namaku Boy,Ã—Â¡Ã— Ayoo Divaksin #NewNormal #GugusTugasCovid19 #CoronaVirus #BersatuLawanCovid19 #Vaksin #stophoaxviruscorona https://t.co/2ph8cMACis,positif
2050,Namaku Boy,Ã—Â¿Ã— Vaksin terbukti aman dan Halal #NewNormal #GugusTugasCovid19 #CoronaVirus #BersatuLawanCovid19 #Vaksinâ€¦ https://t.co/MMC1410TPV,positif
2051,Namaku Boy,Ã·+Ã· Ayoo dukung Vaksinasi #NewNormal #GugusTugasCovid19 #CoronaVirus #BersatuLawanCovid19 #Vaksinâ€¦ https://t.co/MXBMkEEbKG,positif
2052,wonosobo1menit,"Selama PPKM, Warga Luar Kudus Diminta Tunda Wisata Religi https://t.co/apCo7R9II7 
#VaksinasiNasional #vaksinasi #vaksincorona",positif
2053,Ananda Jaya,"Dukung terus untuk penanganan pandemi

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/jkg81OxVwy",positif
2054,Ananda Jaya,"Sudah mendapat sertifikat dari BPOM dan MUI

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/vOzXL79Cd2",positif
2055,wall of Polsek Kalibagor,"Polsek Kalibagor Jaga Sinovac di RSiA Bunda Arif Purwokerto

Kapolsek Kalibagor AKP Dwi Astuti Ratna S mengatakan,â€¦ https://t.co/aAAU693BC8",positif
2056,wonosobo1menit,"Enam Belas Pertanyaan Sebelum di Vaksin Covid-19 https://t.co/6Bx4jDgFgF 

#VaksinasiNasional #vaksinasi #vaksincorona",positif
2057,Ananda Jaya,"Coba cek info yang benar-benar aj yaa

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/xuQVO3Qxhd",positif
2058,Ananda Jaya,"Dukung program vaksinasi nasional yaa

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat 
#IndonesiaMenang https://t.co/Qkv1nLKMsI",positif
2059,iNews.id,"Italia akan menyeret dua produsen vaksin Covid ke ranah hukum. Apa pangkal masalahnya?

Baca berita terupdate selenâ€¦ https://t.co/uQ4akRszUT",positif
2060,Polsek Kalibagor,"Dukungan vaksinasi terus mengalir dari berbagai pihak, termasuk Kapolsek Kalibagor AKP Dwi Astuti Ratna S yang menyâ€¦ https://t.co/mEV1EzuzWj",positif
2061,Lintas_MNCTV,"Saat disuntik petugas kesehatan, Yuni tidak perlu melinting baju 

https://t.co/2TvAXen4xX

#MNCTVNews #Sragenâ€¦ https://t.co/CoGkemJlph",positif
2062,Qlue,"Setelah mengetahui kriteria-kriteria yang aman untuk menerima Vaksin Sinovac, Qluebie kali ini hadir dengan alur reâ€¦ https://t.co/855OeNQADc",positif
2063,Fitri Haryanti Harsono,#MyArticle Aku share tulisan soal antibodi #VaksinCOVID19 Ada timeline kapan antibodi mulai terbentuk usaiâ€¦ https://t.co/nH44kLncU3,positif
2064,Sisario,"Badannya sih krempeng, tapi nyaliny besar dan menjadi #Presiden pertama yang di #vaksin

Jika dia berani, berartiâ€¦ https://t.co/Xmd1WSUsxk",positif
2065,Batam Pos,"Vaksinasi Menjadi Suntikan Angin Segar untuk Sektor Properti https://t.co/k03nGJYDOP via @Batam Pos 

#vaksinasi",positif
2066,antaranews.com,Pemerintah Provinsi Kepulauan Bangka Belitung mendistribusikan 13.040 dosis vaksin COVID-19 tahap kedua ke kabupateâ€¦ https://t.co/KW7fGjTRzP,positif
2067,newsmerahputih,"Tito menegaskan bahwa vaksin bukanlah obat.

#merahputihcom #titokarnavian #vaksin #covid19 https://t.co/paw2Pi1USP",positif
2068,Batam Pos,Tito Karnavian Apresiasi Menkes Terkait Penggunaan Data KPU jadi Basis Data Vaksinasi https://t.co/QdgxfkfHZh viaâ€¦ https://t.co/7vmpj89hzB,positif
2069,detakpos,"Cek Kesiapan Vaksinasi, Fadeli Serahkan 11 Mobil Ambulance PSC-119 https://t.co/tnT6lrq6oK #pemkablamonganâ€¦ https://t.co/bKAWAlAxux",positif
2070,PMJNEWS,"Mendagri Apresiasi Langkah Menkes Gunakan Data KPU untuk Vaksinasi
https://t.co/rPjtv5ER2v 
#menkes #mendagri #vaksinasi #covid19",positif
2071,kupas_tuntas.co,"LAMPUNG BARAT TERIMA RIBUAN DOSIS VAKSIN COVID-19
#VaksinasiNasional #Vaksin #Sinovac #lampungbarat #liwa #lampung
https://t.co/xzdXxREIHZ",positif
2072,GenPI.co,"Ada beberapa hal yang perlu disiapkan sebelum mendapatkan vaksin Covid-19, salah satunya kondisi tubuh yang fit. Yuâ€¦ https://t.co/8WTUZe90t4",positif
2073,Meyradiyana,"Penyitas Covid-19 dapat menjadi Donor plasma konvalesen untuk membantu penyembuhan pasien Covid-19.

#vaksinâ€¦ https://t.co/KIBfiGAj2N",positif
2074,áµ‡áµ‰CÌ¶hÌ¶rÌ¶iÌ¶sÌ¶tÌ¶tÌ¶pÌ¶sÌ¶,Kabupaten Jombang Terima 4 Ribu Vaksin Sinovac https://t.co/bgINDITwSQ #Vaksin #Sinovac #jombang #dinaskesehatan,positif
2075,Jurnaljatim,"Besok, Kota Kediri Vaksinasi COVID-19 di 9 Puskesmas dan 6 Rumah Sakit https://t.co/5zapoyfVKZ 

#Vaksinasi #Vaksinâ€¦ https://t.co/03nalLzCvv",positif
2076,MURIANEWS,"Sebelum Disuntik Vaksin Covid, Nakes RS Aisyiyah Kudus Doa Bersama
#Kudus #RSAisyiyah #vaksinasi #DoaBersamaâ€¦ https://t.co/JXLX3ppoTA",positif
2077,20DETIK,"wahana roller coaster di Kota Los Angeles, AS difungsikan menjadi titik vaksinasi Covid-19. 4.000 orang divaksinasiâ€¦ https://t.co/HYpmmG12Ey",positif
2078,WartaDesa,"KARANGDADAP, Wartadesa. -Â  Bertempat di halaman Puskesmas Karangdadap, hari ini, Selasa, 26 Januari 2021 dilaksanakâ€¦ https://t.co/d8BMSvFq96",positif
2079,MURIANEWS,"Setelah Divaksin Nakes di RS Ini Harus Menunggu 30 Menit, Ini Tujuannya
#Kudus #vaksinasi #Nakes
@murianewscom https://t.co/5ZoCrMEA0l",positif
2080,Bang HamzahðŸ‘´ðŸ‡®ðŸ‡©,"""Vaksinasi dan Ikhtiar Presiden Tangani Pandemi COVID-19""

Oleh: Andi Zulkarnain
(Pembantu Asisten Staf Khusus Presâ€¦ https://t.co/ArG8T02tX8",positif
2081,iNews.id,"Ini merupakan langkah kontras yang dilakukan Bolsonaro karena pernah menghina vaksin China tersebut.

#Vaksinâ€¦ https://t.co/iuPPBQBkim",positif
2082,Namaku Boy,Ã·Â¥Ã· Vaksin sudah dinyatakan Aman dan Halal untuk Digunakan #NewNormal #GugusTugasCovid19 #CoronaVirusâ€¦ https://t.co/IpL3fLWwOc,positif
2083,Kabar Malang,"Simbolis Vaksinasi Covid-19 Segera Terlaksana, Disabilitas Diusulkan Ikut, Pemerintah Kota Malang segera melaksanakâ€¦ https://t.co/m7SGjV2IsV",positif
2084,newsmerahputih,"Pemerintah diminta untuk jadikan TNI-Polri sebagai prioritas kedua dalam vaksinasi COVID-19.

#merahputihcom #TNIâ€¦ https://t.co/tu5y18VQ6L",positif
2085,Ki Cepot ðŸ‡®ðŸ‡©ê¦¥ê¦³ê¦—ê¦‚ ê¦©ê¦¥ê¦³ê¦¼ê¦«ê¦¶ê¦•ê§€ê¦‘,"Tahapan Vaksinasi..
Jadi yang sabar ya

#vaksinasi
#vaksinasicovid19
#vaksinasiuntuksemua https://t.co/sti7PXGROl",positif
2086,PMJNEWS,"dr Reisa: Satu Kali Suntik Vaksin Tak Bisa Kebal 100 Persen dari Covid-19
https://t.co/RSS6GbOZqD 
#vaksin #covid19 #corona #vaksinasi",positif
2087,Polsek Kalibagor,"Vaksinasi untuk tenaga kesehatan di puskesmas Kalibagor hari ini berjalan dengan sukses dan lancar, Selasa (26/1/21â€¦ https://t.co/s91nDPS08Q",positif
2088,sultantv.co,"Aplikasi Pcare Ganguan, Proses Vaksinasi Terkendala
Vaksinasi Covid-19 Tahap Pertama mulai dilakukan secara serentaâ€¦ https://t.co/92L1gFEzkb",positif
2089,MURIANEWS,"Sudah Fit, Bupati Grobogan Akhirnya Bisa Disuntik Vaksin Covid-19
#Grobogan #BupatiGrobogan #vaksinasiâ€¦ https://t.co/revrjvkw4t",positif
2090,MURIANEWS,"Program Vaksinasi Covid-19 di Indonesia Ditarget Selesai Desember 2021
#Nasional #vaksinasi #VaksinCovid19â€¦ https://t.co/fjXVTZlNGK",positif
2091,AKUN.biz,Untuk saat ini berinvesatsi sudah menjadi pilihan daripada hanya menabung. Akan tetapi......â€¦ https://t.co/suVl853IVM,positif
2092,Jabar News,"Kasus Positif Covid-19 di Indonesia Hampir 1 Juta, 3M Harus Ketat
ðŸ‘‡
https://t.co/5Qg8wr98f5

#satgascovid19â€¦ https://t.co/ZPZv1c3XNc",positif
2093,Zara Ayu,Vaksinasi itu ampuh untuk cegah virus covid-19. Sukses untuk Indonesia #vaksinasi https://t.co/nwlKXALNVU,positif
2094,Syifa Tiana,Vaksinasi tu ampuh u/ cegah virus covid-19. sukes untk endonesia #vaksinasi https://t.co/tp66P8c69m,positif
2095,Cika maulani,vaksinasi itu Asosiasi Muslim Pengusaha Umrah dan Haji kepada menolak virus covid-19. n kesuksesan buat Republik Inâ€¦ https://t.co/w8MFe2pUuM,positif
2096,Hanin Dita,Vaksinasi tuh ampuh untk cegah virus covid-19. sukes utk endonesia #vaksinasi https://t.co/8FyB2fhMT2,positif
2097,Denada Ara,vaksinasi itu Asosiasi Muslim Pengusaha Umrah dan Haji menjumpai memanggang virus covid-19. gol menjumpai Republikâ€¦ https://t.co/5IeXQSllGU,positif
2098,Jihan Keisha,Vaksinasi iku ampuh tuk cegah virus covid-19. sukes u/ endonesia #vaksinasi https://t.co/gToba8Yjr9,positif
2099,Erni Putri,"Presiden, Joko Widodo yang menyatakan bahwa adanya program vaksinasi ni kita harapkan kepercayaan publik tentang peâ€¦ https://t.co/g40zfVQUTJ",positif
