No,user_name,text,label,lowercase,remove,tweet_clean
1183,20DETIK,Polisi sudah melakukan penyelidikan ke lokasi pesta Raffi Ahmad yang digelar di rumah milik keluarga Ricardo Gelaelâ€¦ https://t.co/OwTQhVhDRx,positif,polisi sudah melakukan penyelidikan ke lokasi pesta raffi ahmad yang digelar di rumah milik keluarga ricardo gelaelâ€¦ https://t.co/owtqhvhdrx,polisi sudah melakukan penyelidikan ke lokasi pesta raffi ahmad yang digelar di rumah milik keluarga ricardo gelael ,"['polisi', 'penyelidikan', 'lokasi', 'pesta', 'raffi', 'ahmad', 'digelar', 'rumah', 'milik', 'keluarga', 'ricardo', 'gelael']"
1192,Nasional Xpos,"Kapolres Simeulue Beserta Seluruh Anak Buahnya di Jajaran Siap Disuntik Vaksin
#kapolressimeulue #simeulueâ€¦ https://t.co/95cCvQcmEC",positif,"kapolres simeulue beserta seluruh anak buahnya di jajaran siap disuntik vaksin
#kapolressimeulue #simeulueâ€¦ https://t.co/95ccvqcmec",kapolres simeulue beserta seluruh anak buahnya di jajaran siap disuntik vaksin  ,"['kapolres', 'simeulue', 'beserta', 'anak', 'buahnya', 'jajaran', 'disuntik', 'vaksin']"
1204,Partai NasDem,Presiden Joko Widodo juga dengan tegas menghimbau kepada seluruh rakyat indonesia untuk tetap disiplin protokol keâ€¦ https://t.co/NzUnArnLkL,positif,presiden joko widodo juga dengan tegas menghimbau kepada seluruh rakyat indonesia untuk tetap disiplin protokol keâ€¦ https://t.co/nzunarnlkl,presiden joko widodo juga dengan tegas menghimbau kepada seluruh rakyat indonesia untuk tetap disiplin protokol ke ,"['presiden', 'joko', 'widodo', 'menghimbau', 'rakyat', 'indonesia', 'disiplin', 'protokol']"
1207,Aidil Azhari,"Vaksin dulu sebelum berangkat, ini vaksin insya Allah ampuh, bismillah aja, langsung dari Allah, tanpa heboh perangâ€¦ https://t.co/BaB73tbwvm",positif,"vaksin dulu sebelum berangkat, ini vaksin insya allah ampuh, bismillah aja, langsung dari allah, tanpa heboh perangâ€¦ https://t.co/bab73tbwvm",vaksin dulu sebelum berangkat ini vaksin insya allah ampuh bismillah aja langsung dari allah tanpa heboh perang ,"['vaksin', 'berangkat', 'vaksin', 'insya', 'allah', 'ampuh', 'bismillah', 'aja', 'langsung', 'allah', 'heboh', 'perang']"
1213,TRANS PARK JUANDA BEKASI,"Bentuk komitmen kami dalam mendukung penuh kebijakan pemerintah &amp; pemkot Kota Bekasi, kami siap vaksinasi #covid19â€¦ https://t.co/3aY7ma7DZp",positif,"bentuk komitmen kami dalam mendukung penuh kebijakan pemerintah &amp; pemkot kota bekasi, kami siap vaksinasi #covid19â€¦ https://t.co/3ay7ma7dzp",bentuk komitmen kami dalam mendukung penuh kebijakan pemerintah amp pemkot kota bekasi kami siap vaksinasi ,"['bentuk', 'komitmen', 'mendukung', 'penuh', 'kebijakan', 'pemerintah', 'amp', 'pemkot', 'kota', 'bekasi', 'vaksinasi']"
1225,Lindaeratni,"Kalo sudah di #Vaksin tetap ikuti #protokolkesehatancovid19 , makan yg bergizi dan konsumsi suplement untuk daya taâ€¦ https://t.co/eCuba6uGYF",positif,kalo sudah di #vaksin tetap ikuti #protokolkesehatancovid19  makan yg bergizi dan konsumsi suplement untuk daya taâ€¦ https://t.co/ecuba6ugyf,kalo sudah di tetap ikutimakan yg bergizi dan konsumsi suplement untuk daya ta ,"['kalo', 'ikutimakan', 'yg', 'bergizi', 'konsumsi', 'suplement', 'daya', 'ta']"
1227,asep awaludin | AAW,"Dalam rangka ikhtiar untuk melindungi diri, keluarga dan orang lain, serta mendukung program dari pemerintah.â€¦ https://t.co/nUtuJA1CnN",positif,"dalam rangka ikhtiar untuk melindungi diri, keluarga dan orang lain, serta mendukung program dari pemerintah.â€¦ https://t.co/nutuja1cnn",dalam rangka ikhtiar untuk melindungi diri keluarga dan orang lain serta mendukung program dari pemerintah ,"['rangka', 'ikhtiar', 'melindungi', 'keluarga', 'orang', 'mendukung', 'program', 'pemerintah']"
1228,MynameisRizØ±ÙŠØ²,"@Namaku_Mei Sama sama soal #vaksin ya
https://t.co/P99d8EBMuQ",positif,"@namaku_mei sama sama soal #vaksin ya
https://t.co/p99d8ebmuq", sama sama soal ya,['ya']
1231,Vonny Septiana,Saya siap divaksin. #sayasiapdivaksin #covid19 #vaksincovid19 #vaksin #imready #vaccinated https://t.co/QmDk4qdieG,positif,saya siap divaksin. #sayasiapdivaksin #covid19 #vaksincovid19 #vaksin #imready #vaccinated https://t.co/qmdk4qdieg,saya siap divaksin ,['divaksin']
1235,KANG DHARMA,Kita Sukseskan Program Vaksinasi Covid-19 #covid #covid-19 #covid_19 #vaksin #vaksÃ¬ncovid19 #vaksincovid19â€¦ https://t.co/kcwluUz4BY,positif,kita sukseskan program vaksinasi covid-19 #covid #covid-19 #covid_19 #vaksin #vaksã¬ncovid19 #vaksincovid19â€¦ https://t.co/kcwluuz4by,kita sukseskan program vaksinasi covidncovid ,"['sukseskan', 'program', 'vaksinasi', 'covidncovid']"
1241,acehsatu media,"#Infografis
#Vaksin 
#Aceh

Sedangkan Provinsi Papua Barat menjadi daerah yang paling sedikit menerima vaksin, yaknâ€¦ https://t.co/kXaeexNjBK",positif,"#infografis
#vaksin 
#aceh

sedangkan provinsi papua barat menjadi daerah yang paling sedikit menerima vaksin, yaknâ€¦ https://t.co/kxaeexnjbk",  sedangkan provinsi papua barat menjadi daerah yang paling sedikit menerima vaksin yakn ,"['provinsi', 'papua', 'barat', 'daerah', 'menerima', 'vaksin', 'yakn']"
1245,Sebatas Teman,"Nih yang buat malas baca ""Vaksin"" simple dan gak pusing... tapi ya jangan nonton aja, dibaca juga subtitlenya ðŸ˜‚ðŸ˜‚ðŸ˜‚ aâ€¦ https://t.co/9qtgAaJlyS",positif,"nih yang buat malas baca vaksin"" simple dan gak pusing... tapi ya jangan nonton aja, dibaca juga subtitlenya ðÿ˜‚ðÿ˜‚ðÿ˜‚ aâ€¦ https://t.co/9qtgaajlys",nih yang buat malas baca vaksin simple dan gak pusing tapi ya jangan nonton aja dibaca juga subtitlenya ??? a ,"['nih', 'malas', 'baca', 'vaksin', 'simple', 'gak', 'pusing', 'ya', 'nonton', 'aja', 'dibaca', 'subtitlenya', 'a']"
1250,@initu.id,Memahami Istilah dan Pengertian Efikasi atau Kemanjuran Pada Vaksin #Vaksin #Efikasi https://t.co/xHSya9N531,positif,memahami istilah dan pengertian efikasi atau kemanjuran pada vaksin #vaksin #efikasi https://t.co/xhsya9n531,memahami istilah dan pengertian efikasi atau kemanjuran pada vaksin ,"['memahami', 'istilah', 'pengertian', 'efikasi', 'kemanjuran', 'vaksin']"
1251,Lensa Indonesia RTV,Setiap minggu kami akan merangkum berita hoaks yang beredar di masyarakat. Saatnya kita melek informasi dan menjadiâ€¦ https://t.co/34STV4fXwo,positif,setiap minggu kami akan merangkum berita hoaks yang beredar di masyarakat. saatnya kita melek informasi dan menjadiâ€¦ https://t.co/34stv4fxwo,setiap minggu kami akan merangkum berita hoaks yang beredar di masyarakat saatnya kita melek informasi dan menjadi ,"['minggu', 'merangkum', 'berita', 'hoaks', 'beredar', 'masyarakat', 'melek', 'informasi']"
1252,Yesha,"#Vaksinasi Covid-19 Dimaluku Aman Dan Lancar.
Mari sukseskan Vaksinasi, Agar Corona Virus Hilang Dari Bumi ini. https://t.co/mIx0VhO3cg",positif,"#vaksinasi covid-19 dimaluku aman dan lancar.
mari sukseskan vaksinasi, agar corona virus hilang dari bumi ini. https://t.co/mix0vho3cg",covid dimaluku aman dan lancarmari sukseskan vaksinasi agar corona virus hilang dari bumi ini ,"['covid', 'dimaluku', 'aman', 'lancarmari', 'sukseskan', 'vaksinasi', 'corona', 'virus', 'hilang', 'bumi']"
1259,Ruteng Pos,"Hi sohIB!
Ternyata mekanisme penyuntikan vaksin Covid-19 berbeda-beda pd setiap vaksin, lho. 
Apa aja yg beda ya, sâ€¦ https://t.co/HpljtDQ8ZC",positif,"hi sohib!
ternyata mekanisme penyuntikan vaksin covid-19 berbeda-beda pd setiap vaksin, lho. 
apa aja yg beda ya, sâ€¦ https://t.co/hpljtdq8zc",hi sohibternyata mekanisme penyuntikan vaksin covid berbedabeda pd setiap vaksin lho apa aja yg beda ya s ,"['hi', 'sohibternyata', 'mekanisme', 'penyuntikan', 'vaksin', 'covid', 'berbedabeda', 'pd', 'vaksin', 'lho', 'aja', 'yg', 'beda', 'ya', 's']"
1271,Radio RTM,"Pendaftaran #vaksin #COVID19 dibuka tidak lama lagi

[Infographics/Infografik]

@bernamadotcom

#RadioRTMâ€¦ https://t.co/qTrxRcgTM0",positif,"pendaftaran #vaksin #covid19 dibuka tidak lama lagi

[infographics/infografik]

@bernamadotcom

#radiortmâ€¦ https://t.co/qtrxrcgtm0",pendaftaran dibuka tidak lama lagi[infographics/infografik]  ,"['pendaftaran', 'dibuka', 'infographicsinfografi']"
1282,Tribunnews,"PERMINTAAN SANDI Soal Vaksin

#Vaksin #VaksinSinovac #VaksinCorona #news 

https://t.co/YY2MBerdtv",positif,"permintaan sandi soal vaksin

#vaksin #vaksinsinovac #vaksincorona #news 

https://t.co/yy2mberdtv",permintaan sandi soal vaksin,"['permintaan', 'sandi', 'vaksin']"
1291,hr-ku,"Vaksin Covid-19 sudah mulai didistribusikan di Indonesia..
Tapi apakah kamu sudah tau siapa saja yang boleh mendapaâ€¦ https://t.co/UQT0tOuizn",positif,"vaksin covid-19 sudah mulai didistribusikan di indonesia..
tapi apakah kamu sudah tau siapa saja yang boleh mendapaâ€¦ https://t.co/uqt0touizn",vaksin covid sudah mulai didistribusikan di indonesiatapi apakah kamu sudah tau siapa saja yang boleh mendapa ,"['vaksin', 'covid', 'didistribusikan', 'indonesiatapi', 'tau', 'mendapa']"
1308,Global News 24hsâš¡ðŸ“¡ðŸ—žï¸ðŸš¨ðŸ’£âš¡,"H+3 #Vaksinasi #Covid-19, Tak Ada Laporan Kasus Pascaimunisasi https://t.co/853VOO0240",positif,"h+3 #vaksinasi #covid-19, tak ada laporan kasus pascaimunisasi https://t.co/853voo0240",h tak ada laporan kasus pascaimunisasi ,"['h', 'laporan', 'pascaimunisasi']"
1310,Mainmain,"Sebelum Suntik Vaksin, Lakukan Dua Hal Ini Agar Respon Imun yang Muncul Maksimal

https://t.co/W6n2fMFg9Iâ€¦ https://t.co/WmiEgdCnZj",positif,"sebelum suntik vaksin, lakukan dua hal ini agar respon imun yang muncul maksimal

https://t.co/w6n2fmfg9iâ€¦ https://t.co/wmiegdcnzj",sebelum suntik vaksin lakukan dua hal ini agar respon imun yang muncul maksimal,"['suntik', 'vaksin', 'lakukan', 'respon', 'imun', 'muncul', 'maksimal']"
1311,pusdatinkemenkes,"Sobat Datin, kasus konfirmasi #COVID19 mencapai angka tertinggi lagi. Ayo Sob, ingatkan kembali keluarga, teman, daâ€¦ https://t.co/1MarWYSMdU",positif,"sobat datin, kasus konfirmasi #covid19 mencapai angka tertinggi lagi. ayo sob, ingatkan kembali keluarga, teman, daâ€¦ https://t.co/1marwysmdu",sobat datin kasus konfirmasi mencapai angka tertinggi lagi ayo sob ingatkan kembali keluarga teman da ,"['sobat', 'datin', 'konfirmasi', 'mencapai', 'angka', 'tertinggi', 'ayo', 'sob', 'ingatkan', 'keluarga', 'teman', 'da']"
1317,FPKS DKI Jakarta,"Terkait Vaksin Covid-19, MTZ: Butuh Kekompakan Antara Pemerintah Dan Masyarakat
@Emtezet

https://t.co/zfD2j2iwP8â€¦ https://t.co/Ue7ft0XvOT",positif,"terkait vaksin covid-19, mtz: butuh kekompakan antara pemerintah dan masyarakat
@emtezet

https://t.co/zfd2j2iwp8â€¦ https://t.co/ue7ft0xvot",terkait vaksin covid mtz butuh kekompakan antara pemerintah dan masyarakat,"['terkait', 'vaksin', 'covid', 'mtz', 'butuh', 'kekompakan', 'pemerintah', 'masyarakat']"
1318,Fakta Israel,"Perdana Menteri #Netanyahu Disuntik #Vaksin Covid-19 Dosis Ke-2 
Hari ini #Israel sudah mevaksinasi 2 juta warga neâ€¦ https://t.co/Dad8g49cXT",positif,"perdana menteri #netanyahu disuntik #vaksin covid-19 dosis ke-2 
hari ini #israel sudah mevaksinasi  juta warga neâ€¦ https://t.co/dad8g49cxt",perdana menteri disuntik covid dosis ke hari ini sudah mevaksinasijuta warga ne ,"['perdana', 'menteri', 'disuntik', 'covid', 'dosis', 'mevaksinasijuta', 'warga', 'ne']"
1319,Kominfo Jateng,"Berikut channel resmi registrasi vaksinasi covid-19 
Layanan ini bertujuan untuk mempermudah penerima vaksinasi covâ€¦ https://t.co/mEvpphhim6",positif,"berikut channel resmi registrasi vaksinasi covid-19 
layanan ini bertujuan untuk mempermudah penerima vaksinasi covâ€¦ https://t.co/mevpphhim6",berikut channel resmi registrasi vaksinasi covid layanan ini bertujuan untuk mempermudah penerima vaksinasi cov ,"['channel', 'resmi', 'registrasi', 'vaksinasi', 'covid', 'layanan', 'bertujuan', 'mempermudah', 'penerima', 'vaksinasi', 'cov']"
1321,Noor Charif Rachman,Pengertian vaksin dan manfaatnya https://t.co/aJNHDOAHde #COVID19 #VaksinasiNasional #Vaksin #antibody #VirusCoronaâ€¦ https://t.co/FMxompiGlb,positif,pengertian vaksin dan manfaatnya https://t.co/ajnhdoahde #covid19 #vaksinasinasional #vaksin #antibody #viruscoronaâ€¦ https://t.co/fmxompiglb,pengertian vaksin dan manfaatnya ,"['pengertian', 'vaksin', 'manfaatnya']"
1322,DPS Official,"Usut Setuntasnya Sampai Terjamin Uji Klinis 
Ini Demi Hidup Berkepanjangan 

#vaksÃ¬ncovid19 
#vaksinâ€¦ https://t.co/z07E2WBIXj",positif,"usut setuntasnya sampai terjamin uji klinis 
ini demi hidup berkepanjangan 

#vaksã¬ncovid19 
#vaksinâ€¦ https://t.co/z07e2wbixj",usut setuntasnya sampai terjamin uji klinis ini demi hidup berkepanjangan  ncovid   ,"['usut', 'setuntasnya', 'terjamin', 'uji', 'klinis', 'hidup', 'berkepanjanganncovid']"
1323,Distanbun Jateng #JatengGayeng #BersamaLawanCorona,"Berikut channel resmi registrasi vaksinasi #COVID19. Registrasi vaksinasi kini lebih mudah..

Yuk kita berpartisipaâ€¦ https://t.co/eYfYrfdMbx",positif,"berikut channel resmi registrasi vaksinasi #covid19. registrasi vaksinasi kini lebih mudah..

yuk kita berpartisipaâ€¦ https://t.co/eyfyrfdmbx",berikut channel resmi registrasi vaksinasi registrasi vaksinasi kini lebih mudahyuk kita berpartisipa ,"['channel', 'resmi', 'registrasi', 'vaksinasi', 'registrasi', 'vaksinasi', 'mudahyuk', 'berpartisipa']"
1324,saripudinðŸ‡²ðŸ‡¨,"selain masalah kasiat vaksin, distribusi, kesadaran/keyakinan masyarakat juga jadi masalah. Itulah realitanya saatâ€¦ https://t.co/xJVi85D5Hh",positif,"selain masalah kasiat vaksin, distribusi, kesadaran/keyakinan masyarakat juga jadi masalah. itulah realitanya saatâ€¦ https://t.co/xjvi85d5hh",selain masalah kasiat vaksin distribusi kesadaran/keyakinan masyarakat juga jadi masalah itulah realitanya saat ,"['kasiat', 'vaksin', 'distribusi', 'kesadarankeyakinan', 'masyarakat', 'realitanya']"
1333,Beritag.ID,"Dukung Vaksin Nasional

#beritagid
#mendagri
#titokarnavian
#kerjakerjakerja
#indonesiamajuâ€¦ https://t.co/tXEsVzQypG",positif,"dukung vaksin nasional

#beritagid
#mendagri
#titokarnavian
#kerjakerjakerja
#indonesiamajuâ€¦ https://t.co/txesvzqypg",dukung vaksin nasional      ,"['dukung', 'vaksin', 'nasional']"
1336,tvOneNews,"Menko Polhukam Mahfud MD menanggapi kontroversi vaksinasi COVID-19. Menurutnya, meski ada kontroversi, pemerintah mâ€¦ https://t.co/kV7NLwzN8q",positif,"menko polhukam mahfud md menanggapi kontroversi vaksinasi covid-19. menurutnya, meski ada kontroversi, pemerintah mâ€¦ https://t.co/kv7nlwzn8q",menko polhukam mahfud md menanggapi kontroversi vaksinasi covid menurutnya meski ada kontroversi pemerintah m ,"['menko', 'polhukam', 'mahfud', 'md', 'menanggapi', 'kontroversi', 'vaksinasi', 'covid', 'menurutnya', 'kontroversi', 'pemerintah', 'm']"
1349,Andri Siap Divaksin!,Buat Yang Masih Ragu Dengan Vaksin dan Apakah Kondisi Medis Yang Teman-Teman Alami Bisa Menghambat Divaksin Atau Tiâ€¦ https://t.co/laYDUZIqzC,positif,buat yang masih ragu dengan vaksin dan apakah kondisi medis yang teman-teman alami bisa menghambat divaksin atau tiâ€¦ https://t.co/layduziqzc,buat yang masih ragu dengan vaksin dan apakah kondisi medis yang temanteman alami bisa menghambat divaksin atau ti ,"['ragu', 'vaksin', 'kondisi', 'medis', 'temanteman', 'alami', 'menghambat', 'divaksin', 'ti']"
1352,m.daukhan-arsitek.com,"Siap di Vaksin Luur..!
aYo Bund, gaes.. 

#vaksin 
#siapVaksin 
#arsitekSiapVaksin 
#arsitekturHijauâ€¦ https://t.co/2MPQJjVZUT",positif,"siap di vaksin luur..!
ayo bund, gaes.. 

#vaksin 
#siapvaksin 
#arsiteksiapvaksin 
#arsitekturhijauâ€¦ https://t.co/2mpqjjvzut",siap di vaksin luurayo bund gaes   ,"['vaksin', 'luurayo', 'bund', 'gaes']"
1355,IPA MTs,Yuk cari tahu apa saja kandungan vaksin sinovac dan siapa saja yang bisa divaksin dan tidak bisa diberikan vaksin sâ€¦ https://t.co/6Gsdh9Rug2,positif,yuk cari tahu apa saja kandungan vaksin sinovac dan siapa saja yang bisa divaksin dan tidak bisa diberikan vaksin sâ€¦ https://t.co/6gsdh9rug2,yuk cari tahu apa saja kandungan vaksin sinovac dan siapa saja yang bisa divaksin dan tidak bisa diberikan vaksin s ,"['yuk', 'cari', 'kandungan', 'vaksin', 'sinovac', 'divaksin', 'vaksin', 's']"
1361,Ayundhya Dewii,"Ttep patuhi protokol kesehatan
#VaksinYoVaksin #VaksinasiNasional #vaksinasi #vaksinasimelawanpandemiâ€¦ https://t.co/ETYgnZnB2A",positif,"ttep patuhi protokol kesehatan
#vaksinyovaksin #vaksinasinasional #vaksinasi #vaksinasimelawanpandemiâ€¦ https://t.co/etygnznb2a",ttep patuhi protokol kesehatan  ,"['ttep', 'patuhi', 'protokol', 'kesehatan']"
1365,Djazman Al Kindi Yogyakarta,"[REMINDER]
malam ini banget..ï¼ˆâŠ™.âŠ™ï¼‰
jangan lupa ikuti disukusi bidang hikmah ttg #Vaksinasi 
kita bakal ngobrol ttgâ€¦ https://t.co/fHP2ymlO7L",positif,"[reminder]
malam ini banget..ï¼ˆâš™.âš™ï¼‰
jangan lupa ikuti disukusi bidang hikmah ttg #vaksinasi 
kita bakal ngobrol ttgâ€¦ https://t.co/fhp2ymlo7l",[reminder]malam ini banget?jangan lupa ikuti disukusi bidang hikmah ttg kita bakal ngobrol ttg ,"['reminde', 'malam', 'bangetjangan', 'lupa', 'ikuti', 'disukusi', 'bidang', 'hikmah', 'ttg', 'ngobrol', 'ttg']"
1366,Renonegoro,"Yuk lawan pandemi bersama Jokowi
#RingkusProvokatorAnginGunung #VaksinYoVaksin #VaksinasiDimulai #vaksinasiâ€¦ https://t.co/0OAcxWxE4E",positif,"yuk lawan pandemi bersama jokowi
#ringkusprovokatorangingunung #vaksinyovaksin #vaksinasidimulai #vaksinasiâ€¦ https://t.co/0oacxwxe4e",yuk lawan pandemi bersama jokowi  ,"['yuk', 'lawan', 'pandemi', 'jokowi']"
1367,BEM PPNS,"[SOSPOLPEDIA : DILEMA VAKSINASI]
. 
Setelah serangkaian proses dan Uji Klinis. Tahapan vaksinasi Covid-19 di Indoneâ€¦ https://t.co/4dRfiLw2vx",positif,"[sospolpedia  dilema vaksinasi]
. 
setelah serangkaian proses dan uji klinis. tahapan vaksinasi covid-19 di indoneâ€¦ https://t.co/4drfilw2vx",[sospolpediadilema vaksinasi] setelah serangkaian proses dan uji klinis tahapan vaksinasi covid di indone ,"['sospolpediadilema', 'vaksinassetelah', 'serangkaian', 'proses', 'uji', 'klinis', 'tahapan', 'vaksinasi', 'covid', 'indone']"
1368,dito aprian,"Kuy duiung vaksinasi nasional
#pakaimasker #PakaiMaskerLebihAman #RingkusProvokatorAnginGunung #VaksinYoVaksinâ€¦ https://t.co/h1B9BwmXdS",positif,"kuy duiung vaksinasi nasional
#pakaimasker #pakaimaskerlebihaman #ringkusprovokatorangingunung #vaksinyovaksinâ€¦ https://t.co/h1b9bwmxds",kuy duiung vaksinasi nasional  ,"['kuy', 'duiung', 'vaksinasi', 'nasional']"
1374,Johnson Baby,"Yuk Bersama Lawan Corona!
Meski vaksinasi sudah mulai dilaksanakan, tapi jangan lupa buat tetap mencegah penyebaranâ€¦ https://t.co/4EMCReCpAb",positif,"yuk bersama lawan corona!
meski vaksinasi sudah mulai dilaksanakan, tapi jangan lupa buat tetap mencegah penyebaranâ€¦ https://t.co/4emcrecpab",yuk bersama lawan coronameski vaksinasi sudah mulai dilaksanakan tapi jangan lupa buat tetap mencegah penyebaran ,"['yuk', 'lawan', 'coronameski', 'vaksinasi', 'dilaksanakan', 'lupa', 'mencegah', 'penyebaran']"
1377,Muzammilarif,"Dos pertama FEB 2021: 300,000 orang untuk Frontliners sektor kesihatan , 200,000 orang Fronliners bukan sektor kesiâ€¦ https://t.co/Z28cxvCXcl",positif,"dos pertama feb 021: 300,000 orang untuk frontliners sektor kesihatan  00,000 orang fronliners bukan sektor kesiâ€¦ https://t.co/z28cxvcxcl",dos pertama feb orang untuk frontliners sektor kesihatan orang fronliners bukan sektor kesi ,"['dos', 'feb', 'orang', 'frontliners', 'sektor', 'kesihatan', 'orang', 'fronliners', 'sektor', 'kesi']"
1378,kalilaadvr,UU Cipta Kerja lindungi pekerja Lokal #UUCiptaKerja #Vaksin https://t.co/1kBQuWDHIc,positif,uu cipta kerja lindungi pekerja lokal #uuciptakerja #vaksin https://t.co/1kbquwdhic,uu cipta kerja lindungi pekerja lokal ,"['uu', 'cipta', 'kerja', 'lindungi', 'pekerja', 'lokal']"
1379,Agnesia Lim,Vaksinasi pulihkan ekonomi Nasional #Vaksin #VaksinasiNasional https://t.co/fB4m7Pd51M,positif,vaksinasi pulihkan ekonomi nasional #vaksin #vaksinasinasional https://t.co/fb4m7pd51m,vaksinasi pulihkan ekonomi nasional ,"['vaksinasi', 'pulihkan', 'ekonomi', 'nasional']"
1381,Jakinfo,"Gerakan Vaksinasi Covid 19 DiJakarta

#VaksinasiNasional
#vaksin #COVID19 
#VaksinBiarTenang
#Jakartaâ€¦ https://t.co/bkLjn5ljdB",positif,"gerakan vaksinasi covid 19 dijakarta

#vaksinasinasional
#vaksin #covid19 
#vaksinbiartenang
#jakartaâ€¦ https://t.co/bkljn5ljdb",gerakan vaksinasi coviddijakarta    ,"['gerakan', 'vaksinasi', 'coviddijakarta']"
1385,makepoooji,@501Awani .. adalah di cadang pihak #ASTRO mengadakan ruang khas tetap bagi informasi #vaksin ini .. supaya kami râ€¦ https://t.co/HWjvqP854F,positif,@501awani . adalah di cadang pihak #astro mengadakan ruang khas tetap bagi informasi #vaksin ini . supaya kami râ€¦ https://t.co/hwjvqp854f,  adalah di cadang pihak mengadakan ruang khas tetap bagi informasi ini  supaya kami r ,"['cadang', 'mengadakan', 'ruang', 'khas', 'informasi', 'inisupaya', 'r']"
1386,Ð»Ð°Ð¹Ð»Ñ Ð¤Ð°Ñ€Ð¸Ñ…Ð°,"Vaksinasi: Kontroversi Kehalalan dan Keamanan, Begini Perspektif Islam
Bagaimanakah pandangan islam akan vaksinasiâ€¦ https://t.co/rSRY1TeqMX",positif,"vaksinasi: kontroversi kehalalan dan keamanan, begini perspektif islam
bagaimanakah pandangan islam akan vaksinasiâ€¦ https://t.co/rsry1teqmx",vaksinasi kontroversi kehalalan dan keamanan begini perspektif islambagaimanakah pandangan islam akan vaksinasi ,"['vaksinasi', 'kontroversi', 'kehalalan', 'keamanan', 'perspektif', 'islambagaimanakah', 'pandangan', 'islam', 'vaksinasi']"
1395,Amri @ ðŸ¡,"Yok, bisa, yok.. 

#vaksin #VaksinCovid19 #vaksinasi https://t.co/4dmjGlqFyu",positif,"yok, bisa, yok.. 

#vaksin #vaksincovid19 #vaksinasi https://t.co/4dmjglqfyu",yok bisa yok ,"['yok', 'yok']"
1396,ppidkabkudus,"#sobatppid penasaran ga sih, sebenarnya cara kerja vaksin itu seperti apa?
Cuss, simak saja yaa infografis berikutâ€¦ https://t.co/djAkXaZ39y",positif,"#sobatppid penasaran ga sih, sebenarnya cara kerja vaksin itu seperti apa?
cuss, simak saja yaa infografis berikutâ€¦ https://t.co/djakxaz39y",penasaran ga sih sebenarnya cara kerja vaksin itu seperti apacuss simak saja yaa infografis berikut ,"['penasaran', 'ga', 'sih', 'kerja', 'vaksin', 'apacuss', 'simak', 'yaa', 'infografis']"
1402,Gege,"Hi guys,mau isolasi mandiri dengan fasilitas dan service terbaik?just call me #COVID19 #isolasimandiriâ€¦ https://t.co/mlF3LZVuNP",positif,"hi guys,mau isolasi mandiri dengan fasilitas dan service terbaik?just call me #covid19 #isolasimandiriâ€¦ https://t.co/mlf3lzvunp",hi guysmau isolasi mandiri dengan fasilitas dan service terbaikjust call me ,"['hi', 'guysmau', 'isolasi', 'mandiri', 'fasilitas', 'service', 'terbaikjust', 'call', 'me']"
1404,Grand Zuri Dumai,"Grand Zuri Dumai ikut sukseskan #vaksinasi #covid_19 di IndonesiaðŸ™ðŸ»ðŸ’ªðŸ»

#SukseskanVaksinasi @ Grand Zuri Dumai by ZHM https://t.co/9xpwf9hpuF",positif,"grand zuri dumai ikut sukseskan #vaksinasi #covid_19 di indonesiaðÿ™ðÿ»ðÿ’ªðÿ»

#sukseskanvaksinasi @ grand zuri dumai by zhm https://t.co/9xpwf9hpuf",grand zuri dumai ikut sukseskan di indonesia?? grand zuri dumai by zhm ,"['grand', 'zuri', 'dumai', 'sukseskan', 'indonesia', 'grand', 'zuri', 'dumai', 'by', 'zhm']"
1405,FIXPADANG,#Vaksin #BreakingNews #BREAKING #COVID19 #CoronaVac #indonesia #who @fajroelr @Reisa_BA @infoindonesiaa @setkabgoidâ€¦ https://t.co/k1OFNCzua7,positif,#vaksin #breakingnews #breaking #covid19 #coronavac #indonesia #who @fajroelr @reisa_ba @infoindonesiaa @setkabgoidâ€¦ https://t.co/k1ofnczua7,  ,[]
1406,alfrisco,"SIAP DI VAKSIN, Mari Kita sukseskan Vaksinasi Nasional Covid19 @jokowi @BNPB_Indonesia #vaksin #VaksinYoVaksinâ€¦ https://t.co/kLLJVEOlS9",positif,"siap di vaksin, mari kita sukseskan vaksinasi nasional covid19 @jokowi @bnpb_indonesia #vaksin #vaksinyovaksinâ€¦ https://t.co/klljveols9",siap di vaksin mari kita sukseskan vaksinasi nasional covid ,"['vaksin', 'mari', 'sukseskan', 'vaksinasi', 'nasional', 'covid']"
1411,wahjoe nugroho,"Siap 86!

#LIPI
#SahabatLIPI 
#serpong
#vaksin
#COVID19 
#pandemi
#3M
#prokes
#ingatpesanibu https://t.co/sCQZX8Cv8n",positif,"siap 86!

#lipi
#sahabatlipi 
#serpong
#vaksin
#covid19 
#pandemi
#3m
#prokes
#ingatpesanibu https://t.co/scqzx8cv8n",siap       ,[]
